"# Per-item WritingBench response lengths, re-tokenized with each model's own tokenizer (rescued responses predate native gen_toks capture). subset: A = base 50 queries, B/C = the _sB/_sC subset files (offsets 50/100). index = WritingBench query index, the join key to scores/*.jsonl. Producer: analysis/writingbench/wb_lengths.py"
record,arm,subset,index,gen_toks
gemma4_ce_online_think,R8,A,54,2879
gemma4_ce_online_think,R8,A,55,2286
gemma4_ce_online_think,R8,A,56,2136
gemma4_ce_online_think,R8,A,57,1918
gemma4_ce_online_think,R8,A,58,4654
gemma4_ce_online_think,R8,A,60,2932
gemma4_ce_online_think,R8,A,61,2161
gemma4_ce_online_think,R8,A,62,3400
gemma4_ce_online_think,R8,A,63,2090
gemma4_ce_online_think,R8,A,64,1843
gemma4_ce_online_think,R8,A,65,2586
gemma4_ce_online_think,R8,B,66,2377
gemma4_ce_online_think,R8,B,69,2685
gemma4_ce_online_think,R8,B,70,2306
gemma4_ce_online_think,R8,B,71,3894
gemma4_ce_online_think,R8,B,72,2302
gemma4_ce_online_think,R8,B,77,2520
gemma4_ce_online_think,R8,B,81,2325
gemma4_ce_online_think,R8,B,82,2665
gemma4_ce_online_think,R8,B,88,2672
gemma4_ce_online_think,R8,B,89,3665
gemma4_ce_online_think,R8,B,91,3498
gemma4_ce_online_think,R8,B,92,2387
gemma4_ce_online_think,R8,B,94,2214
gemma4_ce_online_think,R8,B,95,3884
gemma4_ce_online_think,R8,B,99,2493
gemma4_ce_online_think,R8,B,102,2005
gemma4_ce_online_think,R8,B,103,4012
gemma4_ce_online_think,R8,B,104,3576
gemma4_ce_online_think,R8,B,106,2105
gemma4_ce_online_think,R8,B,108,4277
gemma4_ce_online_think,R8,B,111,1701
gemma4_ce_online_think,R8,B,113,3039
gemma4_ce_online_think,R8,B,114,2055
gemma4_ce_online_think,R8,B,119,2235
gemma4_ce_online_think,R8,B,120,2207
gemma4_ce_online_think,R8,B,123,2127
gemma4_ce_online_think,R8,B,125,3345
gemma4_ce_online_think,R8,B,127,2565
gemma4_ce_online_think,R8,B,128,2688
gemma4_ce_online_think,R8,B,130,2575
gemma4_ce_online_think,R8,B,132,4176
gemma4_ce_online_think,R8,B,134,2415
gemma4_ce_online_think,R8,B,135,2034
gemma4_ce_online_think,R8,B,136,2133
gemma4_ce_online_think,R8,B,138,2630
gemma4_ce_online_think,R8,B,139,3340
gemma4_ce_online_think,R8,B,140,1745
gemma4_ce_online_think,R8,B,141,1708
gemma4_ce_online_think,R8,B,142,2532
gemma4_ce_online_think,R8,B,144,2438
gemma4_ce_online_think,R8,B,145,2039
gemma4_ce_online_think,R8,B,146,1882
gemma4_ce_online_think,R8,B,147,2129
gemma4_ce_online_think,R8,B,148,2477
gemma4_ce_online_think,R8,B,151,2725
gemma4_ce_online_think,R8,B,154,1924
gemma4_ce_online_think,R8,B,156,2391
gemma4_ce_online_think,R8,B,157,2130
gemma4_ce_online_think,R8,B,159,2722
gemma4_ce_online_think,R8,B,160,2112
gemma4_ce_online_think,R8,C,162,2607
gemma4_ce_online_think,R8,C,163,1780
gemma4_ce_online_think,R8,C,164,2852
gemma4_ce_online_think,R8,C,165,4036
gemma4_ce_online_think,R8,C,166,2332
gemma4_ce_online_think,R8,C,167,3182
gemma4_ce_online_think,R8,C,168,2242
gemma4_ce_online_think,R8,C,170,2037
gemma4_ce_online_think,R8,C,172,2893
gemma4_ce_online_think,R8,C,173,2670
gemma4_ce_online_think,R8,C,174,3125
gemma4_ce_online_think,R8,C,176,3286
gemma4_ce_online_think,R8,C,178,2219
gemma4_ce_online_think,R8,C,179,3318
gemma4_ce_online_think,R8,C,180,2139
gemma4_ce_online_think,R8,C,182,2808
gemma4_ce_online_think,R8,C,184,3751
gemma4_ce_online_think,R8,C,186,2053
gemma4_ce_online_think,R8,C,187,3136
gemma4_ce_online_think,R8,C,188,2347
gemma4_ce_online_think,R8,C,189,2111
gemma4_ce_online_think,R8,C,192,3141
gemma4_ce_online_think,R8,C,194,1682
gemma4_ce_online_think,R8,C,195,2341
gemma4_ce_online_think,R8,C,198,2905
gemma4_ce_online_think,R8,C,199,2936
gemma4_ce_online_think,R8,C,201,1636
gemma4_ce_online_think,R8,C,202,3391
gemma4_ce_online_think,R8,C,203,5773
gemma4_ce_online_think,R8,C,204,1885
gemma4_ce_online_think,R8,C,205,4103
gemma4_ce_online_think,R8,C,206,2145
gemma4_ce_online_think,R8,C,208,2633
gemma4_ce_online_think,R8,C,209,2004
gemma4_ce_online_think,R8,C,211,2617
gemma4_ce_online_think,R8,C,212,2009
gemma4_ce_online_think,R8,C,213,2497
gemma4_ce_online_think,R8,C,219,3479
gemma4_ce_online_think,R8,C,220,1922
gemma4_ce_online_think,R8,C,223,2820
gemma4_ce_online_think,R8,C,224,3123
gemma4_ce_online_think,R8,C,227,3041
gemma4_ce_online_think,R8,C,229,1855
gemma4_ce_online_think,R8,C,231,2982
gemma4_ce_online_think,R8,C,232,2098
gemma4_ce_online_think,R8,C,233,2648
gemma4_ce_online_think,R8,C,236,2895
gemma4_ce_online_think,R8,C,240,2107
gemma4_ce_online_think,R8,C,242,2576
gemma4_ce_online_think,R8,C,243,2105
gemma4_ce_online_think,free,A,2,2518
gemma4_ce_online_think,free,A,3,2399
gemma4_ce_online_think,free,A,4,2305
gemma4_ce_online_think,free,A,5,2044
gemma4_ce_online_think,free,A,6,2258
gemma4_ce_online_think,free,A,7,1611
gemma4_ce_online_think,free,A,8,1489
gemma4_ce_online_think,free,A,10,1686
gemma4_ce_online_think,free,A,11,2167
gemma4_ce_online_think,free,A,12,2367
gemma4_ce_online_think,free,A,13,2016
gemma4_ce_online_think,free,A,14,2253
gemma4_ce_online_think,free,A,15,2114
gemma4_ce_online_think,free,A,16,3979
gemma4_ce_online_think,free,A,17,2230
gemma4_ce_online_think,free,A,18,2088
gemma4_ce_online_think,free,A,19,3466
gemma4_ce_online_think,free,A,20,1688
gemma4_ce_online_think,free,A,22,2737
gemma4_ce_online_think,free,A,23,2943
gemma4_ce_online_think,free,A,24,3533
gemma4_ce_online_think,free,A,26,2052
gemma4_ce_online_think,free,A,27,3720
gemma4_ce_online_think,free,A,29,2409
gemma4_ce_online_think,free,A,30,2093
gemma4_ce_online_think,free,A,31,2938
gemma4_ce_online_think,free,A,33,2829
gemma4_ce_online_think,free,A,34,1686
gemma4_ce_online_think,free,A,36,4158
gemma4_ce_online_think,free,A,38,3105
gemma4_ce_online_think,free,A,39,2347
gemma4_ce_online_think,free,A,40,4243
gemma4_ce_online_think,free,A,41,2751
gemma4_ce_online_think,free,A,43,2783
gemma4_ce_online_think,free,A,46,2467
gemma4_ce_online_think,free,A,47,2713
gemma4_ce_online_think,free,A,48,2641
gemma4_ce_online_think,free,A,49,2778
gemma4_ce_online_think,free,A,51,2761
gemma4_ce_online_think,free,A,54,2932
gemma4_ce_online_think,free,A,55,2641
gemma4_ce_online_think,free,A,56,2871
gemma4_ce_online_think,free,A,57,2099
gemma4_ce_online_think,free,A,58,4709
gemma4_ce_online_think,free,A,60,2910
gemma4_ce_online_think,free,A,61,1775
gemma4_ce_online_think,free,A,62,3634
gemma4_ce_online_think,free,A,63,2141
gemma4_ce_online_think,free,A,64,2136
gemma4_ce_online_think,free,A,65,2811
gemma4_ce_online_think,free,B,66,2340
gemma4_ce_online_think,free,B,69,2979
gemma4_ce_online_think,free,B,70,2384
gemma4_ce_online_think,free,B,71,4442
gemma4_ce_online_think,free,B,72,2379
gemma4_ce_online_think,free,B,77,2516
gemma4_ce_online_think,free,B,81,2465
gemma4_ce_online_think,free,B,82,2658
gemma4_ce_online_think,free,B,88,2797
gemma4_ce_online_think,free,B,89,3518
gemma4_ce_online_think,free,B,91,3238
gemma4_ce_online_think,free,B,92,2258
gemma4_ce_online_think,free,B,94,2422
gemma4_ce_online_think,free,B,95,4691
gemma4_ce_online_think,free,B,99,2541
gemma4_ce_online_think,free,B,102,2154
gemma4_ce_online_think,free,B,103,3958
gemma4_ce_online_think,free,B,104,3504
gemma4_ce_online_think,free,B,106,1897
gemma4_ce_online_think,free,B,108,4485
gemma4_ce_online_think,free,B,111,1877
gemma4_ce_online_think,free,B,113,3001
gemma4_ce_online_think,free,B,114,2356
gemma4_ce_online_think,free,B,119,1873
gemma4_ce_online_think,free,B,120,2162
gemma4_ce_online_think,free,B,123,1937
gemma4_ce_online_think,free,B,125,3063
gemma4_ce_online_think,free,B,127,2392
gemma4_ce_online_think,free,B,128,2379
gemma4_ce_online_think,free,B,130,2503
gemma4_ce_online_think,free,B,132,4181
gemma4_ce_online_think,free,B,134,2306
gemma4_ce_online_think,free,B,135,2155
gemma4_ce_online_think,free,B,136,2192
gemma4_ce_online_think,free,B,138,2456
gemma4_ce_online_think,free,B,139,3367
gemma4_ce_online_think,free,B,140,1751
gemma4_ce_online_think,free,B,141,1864
gemma4_ce_online_think,free,B,142,2556
gemma4_ce_online_think,free,B,144,2333
gemma4_ce_online_think,free,B,145,2106
gemma4_ce_online_think,free,B,146,1789
gemma4_ce_online_think,free,B,147,2381
gemma4_ce_online_think,free,B,148,2386
gemma4_ce_online_think,free,B,151,3145
gemma4_ce_online_think,free,B,154,1925
gemma4_ce_online_think,free,B,156,2459
gemma4_ce_online_think,free,B,157,2422
gemma4_ce_online_think,free,B,159,2656
gemma4_ce_online_think,free,B,160,2134
gemma4_ce_online_think,free,C,162,3032
gemma4_ce_online_think,free,C,163,1865
gemma4_ce_online_think,free,C,164,2893
gemma4_ce_online_think,free,C,165,3669
gemma4_ce_online_think,free,C,166,2277
gemma4_ce_online_think,free,C,167,3193
gemma4_ce_online_think,free,C,168,1987
gemma4_ce_online_think,free,C,170,1939
gemma4_ce_online_think,free,C,172,3071
gemma4_ce_online_think,free,C,173,2437
gemma4_ce_online_think,free,C,174,3233
gemma4_ce_online_think,free,C,176,3225
gemma4_ce_online_think,free,C,178,2161
gemma4_ce_online_think,free,C,179,4136
gemma4_ce_online_think,free,C,180,2467
gemma4_ce_online_think,free,C,182,2747
gemma4_ce_online_think,free,C,184,3295
gemma4_ce_online_think,free,C,186,2095
gemma4_ce_online_think,free,C,187,2616
gemma4_ce_online_think,free,C,188,2314
gemma4_ce_online_think,free,C,189,2000
gemma4_ce_online_think,free,C,192,3435
gemma4_ce_online_think,free,C,194,1604
gemma4_ce_online_think,free,C,195,2538
gemma4_ce_online_think,free,C,198,3023
gemma4_ce_online_think,free,C,199,2525
gemma4_ce_online_think,free,C,201,2111
gemma4_ce_online_think,free,C,202,6295
gemma4_ce_online_think,free,C,203,5059
gemma4_ce_online_think,free,C,204,1938
gemma4_ce_online_think,free,C,205,2995
gemma4_ce_online_think,free,C,206,2092
gemma4_ce_online_think,free,C,208,2759
gemma4_ce_online_think,free,C,209,2143
gemma4_ce_online_think,free,C,211,2841
gemma4_ce_online_think,free,C,212,2431
gemma4_ce_online_think,free,C,213,2562
gemma4_ce_online_think,free,C,219,1743
gemma4_ce_online_think,free,C,220,1865
gemma4_ce_online_think,free,C,223,3188
gemma4_ce_online_think,free,C,224,3028
gemma4_ce_online_think,free,C,227,3342
gemma4_ce_online_think,free,C,229,1820
gemma4_ce_online_think,free,C,231,2960
gemma4_ce_online_think,free,C,232,2199
gemma4_ce_online_think,free,C,233,2902
gemma4_ce_online_think,free,C,236,2815
gemma4_ce_online_think,free,C,240,1828
gemma4_ce_online_think,free,C,242,2791
gemma4_ce_online_think,free,C,243,2207
gemma4_ce_onpol_scratch_full_rho0,R16,A,2,1434
gemma4_ce_onpol_scratch_full_rho0,R16,A,3,1559
gemma4_ce_onpol_scratch_full_rho0,R16,A,4,1349
gemma4_ce_onpol_scratch_full_rho0,R16,A,5,1204
gemma4_ce_onpol_scratch_full_rho0,R16,A,6,1234
gemma4_ce_onpol_scratch_full_rho0,R16,A,7,525
gemma4_ce_onpol_scratch_full_rho0,R16,A,8,404
gemma4_ce_onpol_scratch_full_rho0,R16,A,10,805
gemma4_ce_onpol_scratch_full_rho0,R16,A,11,1012
gemma4_ce_onpol_scratch_full_rho0,R16,A,12,1353
gemma4_ce_onpol_scratch_full_rho0,R16,A,13,989
gemma4_ce_onpol_scratch_full_rho0,R16,A,14,1156
gemma4_ce_onpol_scratch_full_rho0,R16,A,15,1119
gemma4_ce_onpol_scratch_full_rho0,R16,A,16,2195
gemma4_ce_onpol_scratch_full_rho0,R16,A,17,950
gemma4_ce_onpol_scratch_full_rho0,R16,A,18,886
gemma4_ce_onpol_scratch_full_rho0,R16,A,19,2370
gemma4_ce_onpol_scratch_full_rho0,R16,A,20,898
gemma4_ce_onpol_scratch_full_rho0,R16,A,22,1479
gemma4_ce_onpol_scratch_full_rho0,R16,A,23,1909
gemma4_ce_onpol_scratch_full_rho0,R16,A,24,2196
gemma4_ce_onpol_scratch_full_rho0,R16,A,26,1135
gemma4_ce_onpol_scratch_full_rho0,R16,A,27,2465
gemma4_ce_onpol_scratch_full_rho0,R16,A,29,1506
gemma4_ce_onpol_scratch_full_rho0,R16,A,30,926
gemma4_ce_onpol_scratch_full_rho0,R16,A,31,1645
gemma4_ce_onpol_scratch_full_rho0,R16,A,33,1477
gemma4_ce_onpol_scratch_full_rho0,R16,A,34,795
gemma4_ce_onpol_scratch_full_rho0,R16,A,36,2853
gemma4_ce_onpol_scratch_full_rho0,R16,A,38,1952
gemma4_ce_onpol_scratch_full_rho0,R16,A,39,1491
gemma4_ce_onpol_scratch_full_rho0,R16,A,40,1695
gemma4_ce_onpol_scratch_full_rho0,R16,A,41,1584
gemma4_ce_onpol_scratch_full_rho0,R16,A,43,3057
gemma4_ce_onpol_scratch_full_rho0,R16,A,46,1398
gemma4_ce_onpol_scratch_full_rho0,R16,A,47,1674
gemma4_ce_onpol_scratch_full_rho0,R16,A,48,1709
gemma4_ce_onpol_scratch_full_rho0,R16,A,49,1693
gemma4_ce_onpol_scratch_full_rho0,R16,A,51,1246
gemma4_ce_onpol_scratch_full_rho0,R16,A,54,1844
gemma4_ce_onpol_scratch_full_rho0,R16,A,55,1418
gemma4_ce_onpol_scratch_full_rho0,R16,A,56,1155
gemma4_ce_onpol_scratch_full_rho0,R16,A,57,1296
gemma4_ce_onpol_scratch_full_rho0,R16,A,58,3406
gemma4_ce_onpol_scratch_full_rho0,R16,A,60,1734
gemma4_ce_onpol_scratch_full_rho0,R16,A,61,1028
gemma4_ce_onpol_scratch_full_rho0,R16,A,62,2154
gemma4_ce_onpol_scratch_full_rho0,R16,A,63,1074
gemma4_ce_onpol_scratch_full_rho0,R16,A,64,1152
gemma4_ce_onpol_scratch_full_rho0,R16,A,65,1959
gemma4_ce_onpol_scratch_full_rho0,R8,A,2,1472
gemma4_ce_onpol_scratch_full_rho0,R8,A,3,1499
gemma4_ce_onpol_scratch_full_rho0,R8,A,4,1263
gemma4_ce_onpol_scratch_full_rho0,R8,A,5,1207
gemma4_ce_onpol_scratch_full_rho0,R8,A,6,1257
gemma4_ce_onpol_scratch_full_rho0,R8,A,7,503
gemma4_ce_onpol_scratch_full_rho0,R8,A,8,485
gemma4_ce_onpol_scratch_full_rho0,R8,A,10,821
gemma4_ce_onpol_scratch_full_rho0,R8,A,11,893
gemma4_ce_onpol_scratch_full_rho0,R8,A,12,1414
gemma4_ce_onpol_scratch_full_rho0,R8,A,13,1023
gemma4_ce_onpol_scratch_full_rho0,R8,A,14,1174
gemma4_ce_onpol_scratch_full_rho0,R8,A,15,1148
gemma4_ce_onpol_scratch_full_rho0,R8,A,16,2214
gemma4_ce_onpol_scratch_full_rho0,R8,A,17,1128
gemma4_ce_onpol_scratch_full_rho0,R8,A,18,1029
gemma4_ce_onpol_scratch_full_rho0,R8,A,19,2698
gemma4_ce_onpol_scratch_full_rho0,R8,A,20,690
gemma4_ce_onpol_scratch_full_rho0,R8,A,22,1407
gemma4_ce_onpol_scratch_full_rho0,R8,A,23,1930
gemma4_ce_onpol_scratch_full_rho0,R8,A,24,1724
gemma4_ce_onpol_scratch_full_rho0,R8,A,26,1032
gemma4_ce_onpol_scratch_full_rho0,R8,A,27,1992
gemma4_ce_onpol_scratch_full_rho0,R8,A,29,1596
gemma4_ce_onpol_scratch_full_rho0,R8,A,30,1036
gemma4_ce_onpol_scratch_full_rho0,R8,A,31,1566
gemma4_ce_onpol_scratch_full_rho0,R8,A,33,1335
gemma4_ce_onpol_scratch_full_rho0,R8,A,34,905
gemma4_ce_onpol_scratch_full_rho0,R8,A,36,2711
gemma4_ce_onpol_scratch_full_rho0,R8,A,38,1993
gemma4_ce_onpol_scratch_full_rho0,R8,A,39,1339
gemma4_ce_onpol_scratch_full_rho0,R8,A,40,2799
gemma4_ce_onpol_scratch_full_rho0,R8,A,41,1602
gemma4_ce_onpol_scratch_full_rho0,R8,A,43,2738
gemma4_ce_onpol_scratch_full_rho0,R8,A,46,1437
gemma4_ce_onpol_scratch_full_rho0,R8,A,47,1803
gemma4_ce_onpol_scratch_full_rho0,R8,A,48,1461
gemma4_ce_onpol_scratch_full_rho0,R8,A,49,1490
gemma4_ce_onpol_scratch_full_rho0,R8,A,51,1220
gemma4_ce_onpol_scratch_full_rho0,R8,A,54,1794
gemma4_ce_onpol_scratch_full_rho0,R8,A,55,1297
gemma4_ce_onpol_scratch_full_rho0,R8,A,56,1113
gemma4_ce_onpol_scratch_full_rho0,R8,A,57,1256
gemma4_ce_onpol_scratch_full_rho0,R8,A,58,2869
gemma4_ce_onpol_scratch_full_rho0,R8,A,60,1735
gemma4_ce_onpol_scratch_full_rho0,R8,A,61,933
gemma4_ce_onpol_scratch_full_rho0,R8,A,62,2011
gemma4_ce_onpol_scratch_full_rho0,R8,A,63,1209
gemma4_ce_onpol_scratch_full_rho0,R8,A,64,1080
gemma4_ce_onpol_scratch_full_rho0,R8,A,65,1716
gemma4_ce_onpol_scratch_full_rho0,free,A,2,1508
gemma4_ce_onpol_scratch_full_rho0,free,A,3,1449
gemma4_ce_onpol_scratch_full_rho0,free,A,4,1297
gemma4_ce_onpol_scratch_full_rho0,free,A,5,1247
gemma4_ce_onpol_scratch_full_rho0,free,A,6,1220
gemma4_ce_onpol_scratch_full_rho0,free,A,7,557
gemma4_ce_onpol_scratch_full_rho0,free,A,8,343
gemma4_ce_onpol_scratch_full_rho0,free,A,10,745
gemma4_ce_onpol_scratch_full_rho0,free,A,11,966
gemma4_ce_onpol_scratch_full_rho0,free,A,12,1271
gemma4_ce_onpol_scratch_full_rho0,free,A,13,1074
gemma4_ce_onpol_scratch_full_rho0,free,A,14,1180
gemma4_ce_onpol_scratch_full_rho0,free,A,15,977
gemma4_ce_onpol_scratch_full_rho0,free,A,16,2292
gemma4_ce_onpol_scratch_full_rho0,free,A,17,1083
gemma4_ce_onpol_scratch_full_rho0,free,A,18,1005
gemma4_ce_onpol_scratch_full_rho0,free,A,19,2469
gemma4_ce_onpol_scratch_full_rho0,free,A,20,857
gemma4_ce_onpol_scratch_full_rho0,free,A,22,1520
gemma4_ce_onpol_scratch_full_rho0,free,A,23,1919
gemma4_ce_onpol_scratch_full_rho0,free,A,24,2273
gemma4_ce_onpol_scratch_full_rho0,free,A,26,1222
gemma4_ce_onpol_scratch_full_rho0,free,A,27,1746
gemma4_ce_onpol_scratch_full_rho0,free,A,29,1558
gemma4_ce_onpol_scratch_full_rho0,free,A,30,995
gemma4_ce_onpol_scratch_full_rho0,free,A,31,1595
gemma4_ce_onpol_scratch_full_rho0,free,A,33,1468
gemma4_ce_onpol_scratch_full_rho0,free,A,34,803
gemma4_ce_onpol_scratch_full_rho0,free,A,36,2741
gemma4_ce_onpol_scratch_full_rho0,free,A,38,2185
gemma4_ce_onpol_scratch_full_rho0,free,A,39,1398
gemma4_ce_onpol_scratch_full_rho0,free,A,40,2143
gemma4_ce_onpol_scratch_full_rho0,free,A,41,1650
gemma4_ce_onpol_scratch_full_rho0,free,A,43,2999
gemma4_ce_onpol_scratch_full_rho0,free,A,46,1426
gemma4_ce_onpol_scratch_full_rho0,free,A,47,1660
gemma4_ce_onpol_scratch_full_rho0,free,A,48,1428
gemma4_ce_onpol_scratch_full_rho0,free,A,49,1696
gemma4_ce_onpol_scratch_full_rho0,free,A,51,1287
gemma4_ce_onpol_scratch_full_rho0,free,A,54,1717
gemma4_ce_onpol_scratch_full_rho0,free,A,55,1380
gemma4_ce_onpol_scratch_full_rho0,free,A,56,1225
gemma4_ce_onpol_scratch_full_rho0,free,A,57,1327
gemma4_ce_onpol_scratch_full_rho0,free,A,58,3244
gemma4_ce_onpol_scratch_full_rho0,free,A,60,1824
gemma4_ce_onpol_scratch_full_rho0,free,A,61,1052
gemma4_ce_onpol_scratch_full_rho0,free,A,62,1986
gemma4_ce_onpol_scratch_full_rho0,free,A,63,1134
gemma4_ce_onpol_scratch_full_rho0,free,A,64,1250
gemma4_ce_onpol_scratch_full_rho0,free,A,65,1849
gemma4_d12,R16,A,2,1366
gemma4_d12,R16,A,3,1404
gemma4_d12,R16,A,4,1352
gemma4_d12,R16,A,5,1158
gemma4_d12,R16,A,6,1272
gemma4_d12,R16,A,7,493
gemma4_d12,R16,A,8,492
gemma4_d12,R16,A,10,678
gemma4_d12,R16,A,11,927
gemma4_d12,R16,A,12,1262
gemma4_d12,R16,A,13,1095
gemma4_d12,R16,A,14,1057
gemma4_d12,R16,A,15,1108
gemma4_d12,R16,A,16,2160
gemma4_d12,R16,A,17,1091
gemma4_d12,R16,A,18,904
gemma4_d12,R16,A,19,2491
gemma4_d12,R16,A,20,923
gemma4_d12,R16,A,22,1544
gemma4_d12,R16,A,23,1861
gemma4_d12,R16,A,24,2087
gemma4_d12,R16,A,26,1035
gemma4_d12,R16,A,27,1946
gemma4_d12,R16,A,29,1436
gemma4_d12,R16,A,30,1049
gemma4_d12,R16,A,31,1649
gemma4_d12,R16,A,33,1438
gemma4_d12,R16,A,34,800
gemma4_d12,R16,A,36,2803
gemma4_d12,R16,A,38,1893
gemma4_d12,R16,A,39,1458
gemma4_d12,R16,A,40,3042
gemma4_d12,R16,A,41,1415
gemma4_d12,R16,A,43,2326
gemma4_d12,R16,A,46,1388
gemma4_d12,R16,A,47,1676
gemma4_d12,R16,A,48,1288
gemma4_d12,R16,A,49,1601
gemma4_d12,R16,A,51,1363
gemma4_d12,R16,A,54,1858
gemma4_d12,R16,A,55,1466
gemma4_d12,R16,A,56,1214
gemma4_d12,R16,A,57,1231
gemma4_d12,R16,A,58,2700
gemma4_d12,R16,A,60,1915
gemma4_d12,R16,A,61,1010
gemma4_d12,R16,A,62,2160
gemma4_d12,R16,A,63,1166
gemma4_d12,R16,A,64,1005
gemma4_d12,R16,A,65,1931
gemma4_d12,R16,B,66,1391
gemma4_d12,R16,B,69,1556
gemma4_d12,R16,B,70,1357
gemma4_d12,R16,B,71,2812
gemma4_d12,R16,B,72,1264
gemma4_d12,R16,B,77,1602
gemma4_d12,R16,B,81,1177
gemma4_d12,R16,B,82,1677
gemma4_d12,R16,B,88,1730
gemma4_d12,R16,B,89,2207
gemma4_d12,R16,B,91,1537
gemma4_d12,R16,B,92,1331
gemma4_d12,R16,B,94,1214
gemma4_d12,R16,B,95,2333
gemma4_d12,R16,B,99,1424
gemma4_d12,R16,B,102,1335
gemma4_d12,R16,B,103,2008
gemma4_d12,R16,B,104,2385
gemma4_d12,R16,B,106,1271
gemma4_d12,R16,B,108,2878
gemma4_d12,R16,B,111,1030
gemma4_d12,R16,B,113,1949
gemma4_d12,R16,B,114,1252
gemma4_d12,R16,B,119,1014
gemma4_d12,R16,B,120,1150
gemma4_d12,R16,B,123,992
gemma4_d12,R16,B,125,2161
gemma4_d12,R16,B,127,1372
gemma4_d12,R16,B,128,1389
gemma4_d12,R16,B,130,1219
gemma4_d12,R16,B,132,3090
gemma4_d12,R16,B,134,1256
gemma4_d12,R16,B,135,1285
gemma4_d12,R16,B,136,935
gemma4_d12,R16,B,138,1332
gemma4_d12,R16,B,139,2071
gemma4_d12,R16,B,140,1088
gemma4_d12,R16,B,141,956
gemma4_d12,R16,B,142,1350
gemma4_d12,R16,B,144,1359
gemma4_d12,R16,B,145,1154
gemma4_d12,R16,B,146,990
gemma4_d12,R16,B,147,1324
gemma4_d12,R16,B,148,1189
gemma4_d12,R16,B,151,1962
gemma4_d12,R16,B,154,1080
gemma4_d12,R16,B,156,1212
gemma4_d12,R16,B,157,1219
gemma4_d12,R16,B,159,1550
gemma4_d12,R16,B,160,1385
gemma4_d12,R16,C,162,1487
gemma4_d12,R16,C,163,727
gemma4_d12,R16,C,164,1302
gemma4_d12,R16,C,165,2313
gemma4_d12,R16,C,166,1345
gemma4_d12,R16,C,167,2304
gemma4_d12,R16,C,168,1061
gemma4_d12,R16,C,170,875
gemma4_d12,R16,C,172,1656
gemma4_d12,R16,C,173,1349
gemma4_d12,R16,C,174,1865
gemma4_d12,R16,C,176,1652
gemma4_d12,R16,C,178,1002
gemma4_d12,R16,C,179,2104
gemma4_d12,R16,C,180,1271
gemma4_d12,R16,C,182,1696
gemma4_d12,R16,C,184,3195
gemma4_d12,R16,C,186,1249
gemma4_d12,R16,C,187,1347
gemma4_d12,R16,C,188,1130
gemma4_d12,R16,C,189,806
gemma4_d12,R16,C,192,2007
gemma4_d12,R16,C,194,881
gemma4_d12,R16,C,195,1176
gemma4_d12,R16,C,198,1573
gemma4_d12,R16,C,199,1542
gemma4_d12,R16,C,201,407
gemma4_d12,R16,C,202,183
gemma4_d12,R16,C,203,721
gemma4_d12,R16,C,204,1017
gemma4_d12,R16,C,205,1294
gemma4_d12,R16,C,206,1309
gemma4_d12,R16,C,208,1634
gemma4_d12,R16,C,209,1052
gemma4_d12,R16,C,211,741
gemma4_d12,R16,C,212,1170
gemma4_d12,R16,C,213,1075
gemma4_d12,R16,C,219,422
gemma4_d12,R16,C,220,1160
gemma4_d12,R16,C,223,1897
gemma4_d12,R16,C,224,2054
gemma4_d12,R16,C,227,2318
gemma4_d12,R16,C,229,1127
gemma4_d12,R16,C,231,1836
gemma4_d12,R16,C,232,1138
gemma4_d12,R16,C,233,1846
gemma4_d12,R16,C,236,1895
gemma4_d12,R16,C,240,985
gemma4_d12,R16,C,242,1702
gemma4_d12,R16,C,243,1133
gemma4_d12,R8,A,2,1616
gemma4_d12,R8,A,3,1292
gemma4_d12,R8,A,4,1309
gemma4_d12,R8,A,5,1126
gemma4_d12,R8,A,6,1228
gemma4_d12,R8,A,7,504
gemma4_d12,R8,A,8,402
gemma4_d12,R8,A,10,607
gemma4_d12,R8,A,11,780
gemma4_d12,R8,A,12,1226
gemma4_d12,R8,A,13,1155
gemma4_d12,R8,A,14,1051
gemma4_d12,R8,A,15,1038
gemma4_d12,R8,A,16,2225
gemma4_d12,R8,A,17,737
gemma4_d12,R8,A,18,1031
gemma4_d12,R8,A,19,2523
gemma4_d12,R8,A,20,877
gemma4_d12,R8,A,22,1370
gemma4_d12,R8,A,23,1726
gemma4_d12,R8,A,24,1628
gemma4_d12,R8,A,26,1081
gemma4_d12,R8,A,27,1852
gemma4_d12,R8,A,29,1412
gemma4_d12,R8,A,30,1028
gemma4_d12,R8,A,31,1785
gemma4_d12,R8,A,33,1406
gemma4_d12,R8,A,34,835
gemma4_d12,R8,A,36,2663
gemma4_d12,R8,A,38,1902
gemma4_d12,R8,A,39,1376
gemma4_d12,R8,A,40,3219
gemma4_d12,R8,A,41,1550
gemma4_d12,R8,A,43,2417
gemma4_d12,R8,A,46,1305
gemma4_d12,R8,A,47,1705
gemma4_d12,R8,A,48,1312
gemma4_d12,R8,A,49,1565
gemma4_d12,R8,A,51,1163
gemma4_d12,R8,A,54,1529
gemma4_d12,R8,A,55,1324
gemma4_d12,R8,A,56,1075
gemma4_d12,R8,A,57,1205
gemma4_d12,R8,A,58,3281
gemma4_d12,R8,A,60,1726
gemma4_d12,R8,A,61,906
gemma4_d12,R8,A,62,2080
