"# Per-item generation lengths re-tokenized from the committed mmlu_dual dumps (think-off MMLU, 228 items = 4/subject x 57). gen_toks: model-own-tokenizer count of the dumped text (post-strip = full generation for think-off). ordering_ok: 1 iff this record's arms share an identical 228-long gold sequence, the precondition for pairing rows across arms by idx. correct_*: pred==gold under the relaxed / strict extractor. Producer: analysis/residency/mmlu_dual_lengths.py"
record,model_family,arm,idx,gold,correct_relaxed,correct_strict,gen_toks,ordering_ok
pair_base,gemma4,R16,75,D,1,1,217,1
pair_base,gemma4,R16,76,C,1,1,624,1
pair_base,gemma4,R16,77,B,1,0,397,1
pair_base,gemma4,R16,78,D,1,0,249,1
pair_base,gemma4,R16,79,D,1,0,289,1
pair_base,gemma4,R16,80,A,1,1,321,1
pair_base,gemma4,R16,81,D,1,0,265,1
pair_base,gemma4,R16,82,A,1,1,216,1
pair_base,gemma4,R16,83,B,1,1,295,1
pair_base,gemma4,R16,84,B,1,1,383,1
pair_base,gemma4,R16,85,D,1,0,273,1
pair_base,gemma4,R16,86,D,1,1,236,1
pair_base,gemma4,R16,87,D,1,0,424,1
pair_base,gemma4,R16,88,C,1,1,127,1
pair_base,gemma4,R16,89,B,1,1,221,1
pair_base,gemma4,R16,90,C,1,1,86,1
pair_base,gemma4,R16,91,A,1,1,207,1
pair_base,gemma4,R16,92,A,1,1,156,1
pair_base,gemma4,R16,93,B,1,1,237,1
pair_base,gemma4,R16,94,A,1,1,127,1
pair_base,gemma4,R16,95,A,1,0,281,1
pair_base,gemma4,R16,96,B,1,0,175,1
pair_base,gemma4,R16,97,D,1,0,257,1
pair_base,gemma4,R16,98,C,1,1,195,1
pair_base,gemma4,R16,99,D,1,1,258,1
pair_base,gemma4,R16,100,B,1,0,272,1
pair_base,gemma4,R16,101,A,1,0,313,1
pair_base,gemma4,R16,102,C,1,1,344,1
pair_base,gemma4,R16,103,B,0,0,336,1
pair_base,gemma4,R16,104,B,1,0,306,1
pair_base,gemma4,R16,105,A,1,1,310,1
pair_base,gemma4,R16,106,A,1,0,394,1
pair_base,gemma4,R16,107,C,1,0,250,1
pair_base,gemma4,R16,108,C,1,1,196,1
pair_base,gemma4,R16,109,B,1,1,326,1
pair_base,gemma4,R16,110,D,1,1,108,1
pair_base,gemma4,R16,111,C,1,1,319,1
pair_base,gemma4,R16,112,C,1,1,255,1
pair_base,gemma4,R16,113,B,1,0,408,1
pair_base,gemma4,R16,114,A,1,0,449,1
pair_base,gemma4,R16,115,A,1,1,255,1
pair_base,gemma4,R16,116,A,1,0,385,1
pair_base,gemma4,R16,117,B,1,1,192,1
pair_base,gemma4,R16,118,B,1,0,280,1
pair_base,gemma4,R16,119,D,1,0,529,1
pair_base,gemma4,R16,120,C,1,0,398,1
pair_base,gemma4,R16,121,C,1,0,425,1
pair_base,gemma4,R16,122,B,1,0,228,1
pair_base,gemma4,R16,123,C,1,0,489,1
pair_base,gemma4,R16,124,A,0,0,320,1
pair_base,gemma4,R16,125,D,1,1,228,1
pair_base,gemma4,R16,126,B,0,0,272,1
pair_base,gemma4,R16,127,B,1,0,315,1
pair_base,gemma4,R16,128,A,1,0,424,1
pair_base,gemma4,R16,129,C,1,0,535,1
pair_base,gemma4,R16,130,A,1,0,542,1
pair_base,gemma4,R16,131,D,1,1,466,1
pair_base,gemma4,R16,132,B,1,1,311,1
pair_base,gemma4,R16,133,D,1,1,266,1
pair_base,gemma4,R16,134,C,1,1,240,1
pair_base,gemma4,R16,135,A,0,0,285,1
pair_base,gemma4,R16,136,D,1,0,328,1
pair_base,gemma4,R16,137,B,1,0,297,1
pair_base,gemma4,R16,138,B,1,1,227,1
pair_base,gemma4,R16,139,A,1,1,358,1
pair_base,gemma4,R16,140,B,1,1,338,1
pair_base,gemma4,R16,141,D,1,0,375,1
pair_base,gemma4,R16,142,D,1,0,292,1
pair_base,gemma4,R16,143,C,1,1,283,1
pair_base,gemma4,R16,144,A,1,1,357,1
pair_base,gemma4,R16,145,C,1,1,447,1
pair_base,gemma4,R16,146,B,1,1,246,1
pair_base,gemma4,R16,147,D,1,1,386,1
pair_base,gemma4,R16,148,A,1,0,327,1
pair_base,gemma4,R16,149,B,1,0,292,1
pair_base,gemma4,R16,150,D,1,0,313,1
pair_base,gemma4,R16,151,A,1,0,264,1
pair_base,gemma4,R16,152,B,1,0,211,1
pair_base,gemma4,R16,153,D,1,0,265,1
pair_base,gemma4,R16,154,A,1,1,618,1
pair_base,gemma4,R16,155,A,1,0,309,1
pair_base,gemma4,R16,156,D,1,1,235,1
pair_base,gemma4,R16,157,C,1,0,311,1
pair_base,gemma4,R16,158,B,1,0,398,1
pair_base,gemma4,R16,159,B,1,0,290,1
pair_base,gemma4,R16,160,B,1,0,221,1
pair_base,gemma4,R16,161,B,1,0,387,1
pair_base,gemma4,R16,162,B,1,0,204,1
pair_base,gemma4,R16,163,B,1,1,174,1
pair_base,gemma4,R16,164,C,1,1,438,1
pair_base,gemma4,R16,165,B,0,0,359,1
pair_base,gemma4,R16,166,A,1,1,290,1
pair_base,gemma4,R16,167,D,1,1,261,1
pair_base,gemma4,R16,168,C,1,1,301,1
pair_base,gemma4,R16,169,A,1,0,273,1
pair_base,gemma4,R16,170,B,1,1,294,1
pair_base,gemma4,R16,171,D,1,0,248,1
pair_base,gemma4,R16,172,A,1,1,221,1
pair_base,gemma4,R16,173,A,1,0,338,1
pair_base,gemma4,R16,174,D,1,1,231,1
pair_base,gemma4,R16,175,A,1,0,141,1
pair_base,gemma4,R16,176,D,1,0,449,1
pair_base,gemma4,R16,177,A,1,0,327,1
pair_base,gemma4,R16,178,C,1,1,392,1
pair_base,gemma4,R16,179,A,1,0,770,1
pair_base,gemma4,R16,180,C,1,1,334,1
pair_base,gemma4,R16,181,A,1,0,440,1
pair_base,gemma4,R16,182,D,1,0,384,1
pair_base,gemma4,R16,183,B,1,0,653,1
pair_base,gemma4,R16,184,D,1,1,331,1
pair_base,gemma4,R16,185,A,1,0,340,1
pair_base,gemma4,R16,186,D,1,0,445,1
pair_base,gemma4,R16,187,B,1,1,461,1
pair_base,gemma4,R16,188,A,1,0,425,1
pair_base,gemma4,R16,189,B,1,0,384,1
pair_base,gemma4,R16,190,D,1,0,440,1
pair_base,gemma4,R16,191,C,1,0,428,1
pair_base,gemma4,R16,192,B,1,0,296,1
pair_base,gemma4,R16,193,A,1,1,426,1
pair_base,gemma4,R16,194,C,1,0,486,1
pair_base,gemma4,R16,195,A,1,0,281,1
pair_base,gemma4,R16,196,D,0,0,500,1
pair_base,gemma4,R16,197,A,1,0,364,1
pair_base,gemma4,R16,198,C,1,1,448,1
pair_base,gemma4,R16,199,C,1,0,428,1
pair_base,gemma4,R16,200,A,1,1,315,1
pair_base,gemma4,R16,201,C,1,1,276,1
pair_base,gemma4,R16,202,C,1,0,317,1
pair_base,gemma4,R16,203,D,1,1,212,1
pair_base,gemma4,R16,204,A,1,1,351,1
pair_base,gemma4,R16,205,C,1,1,443,1
pair_base,gemma4,R16,206,A,1,0,388,1
pair_base,gemma4,R16,207,C,1,0,244,1
pair_base,gemma4,R16,208,D,1,1,159,1
pair_base,gemma4,R16,209,A,0,0,224,1
pair_base,gemma4,R16,210,D,1,1,105,1
pair_base,gemma4,R16,211,B,0,0,167,1
pair_base,gemma4,R16,212,C,1,0,282,1
pair_base,gemma4,R16,213,D,1,1,286,1
pair_base,gemma4,R16,214,D,1,1,336,1
pair_base,gemma4,R16,215,D,1,1,163,1
pair_base,gemma4,R16,216,D,0,0,334,1
pair_base,gemma4,R16,217,A,1,0,278,1
pair_base,gemma4,R16,218,A,1,0,372,1
pair_base,gemma4,R16,219,A,1,0,243,1
pair_base,gemma4,R16,220,C,0,0,477,1
pair_base,gemma4,R16,221,B,0,0,610,1
pair_base,gemma4,R16,222,D,1,0,547,1
pair_base,gemma4,R16,223,C,1,0,507,1
pair_base,gemma4,R16,224,D,1,0,101,1
pair_base,gemma4,R16,225,B,1,1,286,1
pair_base,gemma4,R16,226,D,1,1,129,1
pair_base,gemma4,R16,227,A,1,0,190,1
pair_base,gemma4,R8,0,B,1,1,502,1
pair_base,gemma4,R8,1,C,1,0,554,1
pair_base,gemma4,R8,2,D,1,0,605,1
pair_base,gemma4,R8,3,B,1,1,718,1
pair_base,gemma4,R8,4,A,1,1,584,1
pair_base,gemma4,R8,5,B,1,0,389,1
pair_base,gemma4,R8,6,A,1,1,291,1
pair_base,gemma4,R8,7,C,1,1,1211,1
pair_base,gemma4,R8,8,A,1,1,329,1
pair_base,gemma4,R8,9,D,1,1,340,1
pair_base,gemma4,R8,10,C,1,1,276,1
pair_base,gemma4,R8,11,C,1,1,328,1
pair_base,gemma4,R8,12,C,1,0,436,1
pair_base,gemma4,R8,13,C,1,1,265,1
pair_base,gemma4,R8,14,A,1,1,240,1
pair_base,gemma4,R8,15,B,1,1,358,1
pair_base,gemma4,R8,16,D,1,0,290,1
pair_base,gemma4,R8,17,C,1,1,351,1
pair_base,gemma4,R8,18,D,1,1,666,1
pair_base,gemma4,R8,19,B,1,1,1710,1
pair_base,gemma4,R8,20,A,1,0,433,1
pair_base,gemma4,R8,21,C,1,1,850,1
pair_base,gemma4,R8,22,B,1,0,897,1
pair_base,gemma4,R8,23,A,1,0,586,1
pair_base,gemma4,R8,24,B,1,1,511,1
pair_base,gemma4,R8,25,D,1,1,591,1
pair_base,gemma4,R8,26,D,1,1,578,1
pair_base,gemma4,R8,27,A,1,0,1064,1
pair_base,gemma4,R8,28,B,1,0,335,1
pair_base,gemma4,R8,29,C,1,0,631,1
pair_base,gemma4,R8,30,C,1,1,334,1
pair_base,gemma4,R8,31,A,1,0,306,1
pair_base,gemma4,R8,32,C,1,0,402,1
pair_base,gemma4,R8,33,A,1,0,426,1
pair_base,gemma4,R8,34,C,1,0,490,1
pair_base,gemma4,R8,35,A,1,0,226,1
pair_base,gemma4,R8,36,A,1,0,184,1
pair_base,gemma4,R8,37,B,1,1,131,1
pair_base,gemma4,R8,38,B,1,1,320,1
pair_base,gemma4,R8,39,B,1,0,258,1
pair_base,gemma4,R8,40,D,1,0,212,1
pair_base,gemma4,R8,41,D,1,0,315,1
pair_base,gemma4,R8,42,A,1,0,265,1
pair_base,gemma4,R8,43,A,1,0,833,1
pair_base,gemma4,R8,44,C,1,1,279,1
pair_base,gemma4,R8,45,C,1,1,278,1
pair_base,gemma4,R8,46,D,1,1,189,1
pair_base,gemma4,R8,47,B,1,0,315,1
pair_base,gemma4,R8,48,A,1,0,271,1
pair_base,gemma4,R8,49,A,1,0,392,1
pair_base,gemma4,R8,50,C,1,1,315,1
pair_base,gemma4,R8,51,A,1,1,338,1
pair_base,gemma4,R8,52,A,1,0,332,1
pair_base,gemma4,R8,53,A,0,0,505,1
pair_base,gemma4,R8,54,C,1,1,402,1
pair_base,gemma4,R8,55,A,1,0,523,1
pair_base,gemma4,R8,56,C,1,1,232,1
pair_base,gemma4,R8,57,A,1,0,321,1
pair_base,gemma4,R8,58,A,1,0,304,1
pair_base,gemma4,R8,59,C,1,1,354,1
pair_base,gemma4,R8,60,D,1,1,401,1
pair_base,gemma4,R8,61,C,1,1,213,1
pair_base,gemma4,R8,62,A,1,1,683,1
pair_base,gemma4,R8,63,B,1,1,331,1
pair_base,gemma4,R8,64,B,1,1,173,1
pair_base,gemma4,R8,65,A,1,1,292,1
pair_base,gemma4,R8,66,D,1,0,423,1
pair_base,gemma4,R8,67,C,1,1,257,1
pair_base,gemma4,R8,68,B,1,1,811,1
pair_base,gemma4,R8,69,C,1,0,607,1
pair_base,gemma4,R8,70,D,1,0,428,1
pair_base,gemma4,R8,71,D,1,1,412,1
pair_base,gemma4,R8,72,D,1,1,940,1
pair_base,gemma4,R8,73,C,1,0,304,1
pair_base,gemma4,R8,74,B,1,1,277,1
pair_base,gemma4,R8,75,D,1,0,206,1
pair_base,gemma4,R8,76,C,1,0,437,1
pair_base,gemma4,R8,77,B,1,0,247,1
pair_base,gemma4,R8,78,D,1,0,237,1
pair_base,gemma4,R8,79,D,1,0,250,1
pair_base,gemma4,R8,80,A,1,1,338,1
pair_base,gemma4,R8,81,D,1,1,262,1
pair_base,gemma4,R8,82,A,1,1,240,1
pair_base,gemma4,R8,83,B,1,1,349,1
pair_base,gemma4,R8,84,B,1,1,369,1
pair_base,gemma4,R8,85,D,1,0,357,1
pair_base,gemma4,R8,86,D,1,0,220,1
pair_base,gemma4,R8,87,D,1,0,353,1
pair_base,gemma4,R8,88,C,1,1,332,1
pair_base,gemma4,R8,89,B,1,1,265,1
pair_base,gemma4,R8,90,C,1,1,98,1
pair_base,gemma4,R8,91,A,1,1,196,1
pair_base,gemma4,R8,92,A,1,1,162,1
pair_base,gemma4,R8,93,B,1,1,317,1
pair_base,gemma4,R8,94,A,1,1,110,1
pair_base,gemma4,R8,95,A,1,1,194,1
pair_base,gemma4,R8,96,B,1,1,212,1
pair_base,gemma4,R8,97,D,1,1,234,1
pair_base,gemma4,R8,98,C,1,1,170,1
pair_base,gemma4,R8,99,D,1,1,260,1
pair_base,gemma4,R8,100,B,1,0,290,1
pair_base,gemma4,R8,101,A,1,0,285,1
pair_base,gemma4,R8,102,C,0,0,322,1
pair_base,gemma4,R8,103,B,0,0,363,1
pair_base,gemma4,R8,104,B,1,1,322,1
pair_base,gemma4,R8,105,A,1,1,305,1
pair_base,gemma4,R8,106,A,1,0,356,1
pair_base,gemma4,R8,107,C,1,1,133,1
pair_base,gemma4,R8,108,C,1,1,251,1
pair_base,gemma4,R8,109,B,1,1,342,1
pair_base,gemma4,R8,110,D,1,1,79,1
pair_base,gemma4,R8,111,C,1,1,90,1
pair_base,gemma4,R8,112,C,1,0,323,1
pair_base,gemma4,R8,113,B,1,0,384,1
pair_base,gemma4,R8,114,A,1,0,611,1
pair_base,gemma4,R8,115,A,1,0,292,1
pair_base,gemma4,R8,116,A,1,1,344,1
pair_base,gemma4,R8,117,B,1,1,175,1
pair_base,gemma4,R8,118,B,1,0,287,1
pair_base,gemma4,R8,119,D,1,0,488,1
pair_base,gemma4,R8,120,C,1,1,392,1
pair_base,gemma4,R8,121,C,1,0,352,1
pair_base,gemma4,R8,122,B,1,0,251,1
pair_base,gemma4,R8,123,C,1,0,496,1
pair_base,gemma4,R8,124,A,0,0,332,1
pair_base,gemma4,R8,125,D,1,0,215,1
pair_base,gemma4,R8,126,B,0,0,217,1
pair_base,gemma4,R8,127,B,1,0,297,1
pair_base,gemma4,R8,128,A,1,0,435,1
pair_base,gemma4,R8,129,C,1,0,525,1
pair_base,gemma4,R8,130,A,1,0,415,1
pair_base,gemma4,R8,131,D,1,1,470,1
pair_base,gemma4,R8,132,B,1,1,169,1
pair_base,gemma4,R8,133,D,1,1,270,1
pair_base,gemma4,R8,134,C,1,1,184,1
pair_base,gemma4,R8,135,A,0,0,194,1
pair_base,gemma4,R8,136,D,1,1,310,1
pair_base,gemma4,R8,137,B,1,0,394,1
pair_base,gemma4,R8,138,B,1,1,272,1
pair_base,gemma4,R8,139,A,1,0,326,1
pair_base,gemma4,R8,140,B,1,1,395,1
pair_base,gemma4,R8,141,D,1,0,375,1
pair_base,gemma4,R8,142,D,1,1,217,1
pair_base,gemma4,R8,143,C,1,1,361,1
pair_base,gemma4,R8,144,A,1,1,382,1
pair_base,gemma4,R8,145,C,1,0,520,1
pair_base,gemma4,R8,146,B,1,0,281,1
pair_base,gemma4,R8,147,D,1,1,385,1
pair_base,gemma4,R8,148,A,1,1,297,1
pair_base,gemma4,R8,149,B,1,0,281,1
pair_base,gemma4,R8,150,D,1,0,360,1
pair_base,gemma4,R8,151,A,1,0,339,1
pair_base,gemma4,R8,152,B,1,1,227,1
pair_base,gemma4,R8,153,D,1,1,801,1
pair_base,gemma4,R8,154,A,0,0,561,1
pair_base,gemma4,R8,155,A,1,1,312,1
pair_base,gemma4,R8,156,D,1,0,270,1
pair_base,gemma4,R8,157,C,1,0,321,1
pair_base,gemma4,R8,158,B,1,0,400,1
pair_base,gemma4,R8,159,B,1,0,262,1
pair_base,gemma4,R8,160,B,1,0,211,1
pair_base,gemma4,R8,161,B,1,0,443,1
pair_base,gemma4,R8,162,B,1,0,204,1
pair_base,gemma4,R8,163,B,1,0,86,1
pair_base,gemma4,R8,164,C,1,0,393,1
pair_base,gemma4,R8,165,B,0,0,359,1
pair_base,gemma4,R8,166,A,1,0,266,1
pair_base,gemma4,R8,167,D,1,1,261,1
pair_base,gemma4,R8,168,C,1,1,298,1
pair_base,gemma4,R8,169,A,1,0,314,1
pair_base,gemma4,R8,170,B,1,1,296,1
pair_base,gemma4,R8,171,D,1,0,281,1
pair_base,gemma4,R8,172,A,1,1,256,1
pair_base,gemma4,R8,173,A,1,1,210,1
pair_base,gemma4,R8,174,D,0,0,251,1
pair_base,gemma4,R8,175,A,1,1,180,1
pair_base,gemma4,R8,176,D,1,1,628,1
pair_base,gemma4,R8,177,A,1,0,342,1
pair_base,gemma4,R8,178,C,1,0,464,1
pair_base,gemma4,R8,179,A,0,0,1042,1
pair_base,gemma4,R8,180,C,1,0,359,1
pair_base,gemma4,R8,181,A,1,0,443,1
pair_base,gemma4,R8,182,D,1,0,421,1
pair_base,gemma4,R8,183,B,1,0,536,1
pair_base,gemma4,R8,184,D,1,0,405,1
pair_base,gemma4,R8,185,A,1,0,407,1
pair_base,gemma4,R8,186,D,1,1,494,1
pair_base,gemma4,R8,187,B,1,1,449,1
pair_base,gemma4,R8,188,A,1,0,435,1
pair_base,gemma4,R8,189,B,1,0,383,1
pair_base,gemma4,R8,190,D,1,0,385,1
pair_base,gemma4,R8,191,C,1,0,396,1
pair_base,gemma4,R8,192,B,1,0,321,1
pair_base,gemma4,R8,193,A,1,1,327,1
pair_base,gemma4,R8,194,C,1,1,398,1
pair_base,gemma4,R8,195,A,1,0,327,1
pair_base,gemma4,R8,196,D,0,0,285,1
pair_base,gemma4,R8,197,A,1,0,449,1
pair_base,gemma4,R8,198,C,1,0,389,1
pair_base,gemma4,R8,199,C,1,0,445,1
pair_base,gemma4,R8,200,A,1,1,297,1
pair_base,gemma4,R8,201,C,1,1,318,1
pair_base,gemma4,R8,202,C,1,0,380,1
pair_base,gemma4,R8,203,D,1,1,232,1
pair_base,gemma4,R8,204,A,1,1,337,1
pair_base,gemma4,R8,205,C,1,0,354,1
pair_base,gemma4,R8,206,A,1,0,318,1
pair_base,gemma4,R8,207,C,1,1,237,1
pair_base,gemma4,R8,208,D,1,1,159,1
pair_base,gemma4,R8,209,A,0,0,277,1
pair_base,gemma4,R8,210,D,1,1,118,1
pair_base,gemma4,R8,211,B,0,0,123,1
pair_base,gemma4,R8,212,C,1,0,288,1
pair_base,gemma4,R8,213,D,1,0,309,1
pair_base,gemma4,R8,214,D,1,1,327,1
pair_base,gemma4,R8,215,D,1,1,287,1
pair_base,gemma4,R8,216,D,0,0,255,1
pair_base,gemma4,R8,217,A,1,0,282,1
pair_base,gemma4,R8,218,A,1,0,449,1
pair_base,gemma4,R8,219,A,1,1,260,1
pair_base,gemma4,R8,220,C,1,0,459,1
pair_base,gemma4,R8,221,B,0,0,828,1
pair_base,gemma4,R8,222,D,1,0,423,1
pair_base,gemma4,R8,223,C,1,0,483,1
pair_base,gemma4,R8,224,D,1,1,120,1
pair_base,gemma4,R8,225,B,1,0,285,1
pair_base,gemma4,R8,226,D,1,1,148,1
pair_base,gemma4,R8,227,A,1,0,207,1
pair_base,gemma4,free,0,B,1,0,835,1
pair_base,gemma4,free,1,C,1,1,481,1
pair_base,gemma4,free,2,D,1,1,589,1
pair_base,gemma4,free,3,B,1,1,479,1
pair_base,gemma4,free,4,A,1,1,542,1
pair_base,gemma4,free,5,B,1,1,366,1
pair_base,gemma4,free,6,A,1,1,274,1
pair_base,gemma4,free,7,C,1,1,463,1
pair_base,gemma4,free,8,A,1,1,353,1
pair_base,gemma4,free,9,D,1,1,330,1
pair_base,gemma4,free,10,C,1,1,321,1
pair_base,gemma4,free,11,C,1,1,345,1
pair_base,gemma4,free,12,C,1,1,447,1
pair_base,gemma4,free,13,C,1,1,335,1
pair_base,gemma4,free,14,A,1,1,296,1
pair_base,gemma4,free,15,B,1,1,425,1
pair_base,gemma4,free,16,D,1,1,274,1
pair_base,gemma4,free,17,C,1,0,356,1
pair_base,gemma4,free,18,D,1,1,297,1
pair_base,gemma4,free,19,B,1,1,1101,1
pair_base,gemma4,free,20,A,1,0,367,1
pair_base,gemma4,free,21,C,1,1,574,1
pair_base,gemma4,free,22,B,1,0,846,1
pair_base,gemma4,free,23,A,1,0,514,1
pair_base,gemma4,free,24,B,1,1,471,1
pair_base,gemma4,free,25,D,1,1,661,1
pair_base,gemma4,free,26,D,1,1,683,1
pair_base,gemma4,free,27,A,1,1,505,1
pair_base,gemma4,free,28,B,1,0,377,1
pair_base,gemma4,free,29,C,1,0,903,1
pair_base,gemma4,free,30,C,1,1,350,1
pair_base,gemma4,free,31,A,1,1,347,1
pair_base,gemma4,free,32,C,1,0,351,1
pair_base,gemma4,free,33,A,1,1,306,1
pair_base,gemma4,free,34,C,1,0,420,1
pair_base,gemma4,free,35,A,1,0,196,1
pair_base,gemma4,free,36,A,1,1,160,1
pair_base,gemma4,free,37,B,1,1,124,1
pair_base,gemma4,free,38,B,1,0,331,1
pair_base,gemma4,free,39,B,1,1,252,1
pair_base,gemma4,free,40,D,1,0,246,1
pair_base,gemma4,free,41,D,1,0,233,1
pair_base,gemma4,free,42,A,1,1,274,1
pair_base,gemma4,free,43,A,1,0,575,1
pair_base,gemma4,free,44,C,1,1,311,1
pair_base,gemma4,free,45,C,1,0,161,1
pair_base,gemma4,free,46,D,1,1,210,1
pair_base,gemma4,free,47,B,1,1,390,1
pair_base,gemma4,free,48,A,1,1,317,1
pair_base,gemma4,free,49,A,1,1,383,1
pair_base,gemma4,free,50,C,1,1,316,1
pair_base,gemma4,free,51,A,1,1,268,1
pair_base,gemma4,free,52,A,1,0,286,1
pair_base,gemma4,free,53,A,1,0,491,1
pair_base,gemma4,free,54,C,1,1,342,1
pair_base,gemma4,free,55,A,1,0,608,1
pair_base,gemma4,free,56,C,1,0,260,1
pair_base,gemma4,free,57,A,1,0,313,1
pair_base,gemma4,free,58,A,1,1,339,1
pair_base,gemma4,free,59,C,1,1,319,1
pair_base,gemma4,free,60,D,1,1,324,1
pair_base,gemma4,free,61,C,1,1,238,1
pair_base,gemma4,free,62,A,1,1,469,1
pair_base,gemma4,free,63,B,1,1,463,1
pair_base,gemma4,free,64,B,1,0,219,1
pair_base,gemma4,free,65,A,1,1,390,1
pair_base,gemma4,free,66,D,1,1,431,1
pair_base,gemma4,free,67,C,1,1,346,1
pair_base,gemma4,free,68,B,1,0,798,1
pair_base,gemma4,free,69,C,1,0,672,1
pair_base,gemma4,free,70,D,1,0,527,1
pair_base,gemma4,free,71,D,1,1,422,1
pair_base,gemma4,free,72,D,0,0,481,1
pair_base,gemma4,free,73,C,1,0,242,1
pair_base,gemma4,free,74,B,1,0,229,1
pair_base,gemma4,free,75,D,1,1,225,1
pair_base,gemma4,free,76,C,1,0,473,1
pair_base,gemma4,free,77,B,1,0,336,1
pair_base,gemma4,free,78,D,1,0,212,1
pair_base,gemma4,free,79,D,1,0,309,1
pair_base,gemma4,free,80,A,1,1,330,1
pair_base,gemma4,free,81,D,1,1,229,1
pair_base,gemma4,free,82,A,1,1,257,1
pair_base,gemma4,free,83,B,1,0,299,1
pair_base,gemma4,free,84,B,1,0,407,1
pair_base,gemma4,free,85,D,1,0,293,1
pair_base,gemma4,free,86,D,1,0,248,1
pair_base,gemma4,free,87,D,1,1,347,1
pair_base,gemma4,free,88,C,1,1,120,1
pair_base,gemma4,free,89,B,1,1,128,1
pair_base,gemma4,free,90,C,1,1,85,1
pair_base,gemma4,free,91,A,1,1,243,1
pair_base,gemma4,free,92,A,1,1,149,1
pair_base,gemma4,free,93,B,1,1,215,1
pair_base,gemma4,free,94,A,1,1,121,1
pair_base,gemma4,free,95,A,1,1,294,1
pair_base,gemma4,free,96,B,1,0,249,1
pair_base,gemma4,free,97,D,1,0,275,1
pair_base,gemma4,free,98,C,1,1,202,1
pair_base,gemma4,free,99,D,1,0,249,1
pair_base,gemma4,free,100,B,1,0,263,1
pair_base,gemma4,free,101,A,1,1,600,1
pair_base,gemma4,free,102,C,1,1,323,1
pair_base,gemma4,free,103,B,0,0,368,1
pair_base,gemma4,free,104,B,1,1,264,1
pair_base,gemma4,free,105,A,1,1,303,1
pair_base,gemma4,free,106,A,1,0,332,1
pair_base,gemma4,free,107,C,1,1,115,1
pair_base,gemma4,free,108,C,1,1,124,1
pair_base,gemma4,free,109,B,1,1,354,1
pair_base,gemma4,free,110,D,1,1,137,1
pair_base,gemma4,free,111,C,1,1,206,1
pair_base,gemma4,free,112,C,1,0,272,1
pair_base,gemma4,free,113,B,1,0,383,1
pair_base,gemma4,free,114,A,1,0,572,1
pair_base,gemma4,free,115,A,1,0,293,1
pair_base,gemma4,free,116,A,1,0,340,1
pair_base,gemma4,free,117,B,1,1,219,1
pair_base,gemma4,free,118,B,1,1,281,1
pair_base,gemma4,free,119,D,1,0,398,1
pair_base,gemma4,free,120,C,1,0,417,1
pair_base,gemma4,free,121,C,1,1,387,1
pair_base,gemma4,free,122,B,1,1,235,1
pair_base,gemma4,free,123,C,1,0,457,1
pair_base,gemma4,free,124,A,0,0,341,1
pair_base,gemma4,free,125,D,1,1,232,1
pair_base,gemma4,free,126,B,0,0,180,1
pair_base,gemma4,free,127,B,1,1,308,1
pair_base,gemma4,free,128,A,1,0,494,1
pair_base,gemma4,free,129,C,1,0,520,1
pair_base,gemma4,free,130,A,1,0,480,1
pair_base,gemma4,free,131,D,1,0,497,1
pair_base,gemma4,free,132,B,1,1,330,1
pair_base,gemma4,free,133,D,1,1,273,1
pair_base,gemma4,free,134,C,1,1,228,1
pair_base,gemma4,free,135,A,0,0,299,1
pair_base,gemma4,free,136,D,1,1,311,1
pair_base,gemma4,free,137,B,1,1,307,1
pair_base,gemma4,free,138,B,1,1,101,1
pair_base,gemma4,free,139,A,1,1,313,1
pair_base,gemma4,free,140,B,1,1,338,1
pair_base,gemma4,free,141,D,1,0,350,1
pair_base,gemma4,free,142,D,1,1,300,1
pair_base,gemma4,free,143,C,1,1,307,1
pair_base,gemma4,free,144,A,1,1,366,1
pair_base,gemma4,free,145,C,1,0,417,1
pair_base,gemma4,free,146,B,1,1,243,1
pair_base,gemma4,free,147,D,1,1,345,1
pair_base,gemma4,free,148,A,1,0,313,1
pair_base,gemma4,free,149,B,1,1,315,1
pair_base,gemma4,free,150,D,1,0,329,1
pair_base,gemma4,free,151,A,1,0,295,1
pair_base,gemma4,free,152,B,1,1,224,1
pair_base,gemma4,free,153,D,1,1,262,1
pair_base,gemma4,free,154,A,1,0,410,1
pair_base,gemma4,free,155,A,1,0,331,1
pair_base,gemma4,free,156,D,1,0,261,1
pair_base,gemma4,free,157,C,1,1,327,1
pair_base,gemma4,free,158,B,1,0,462,1
pair_base,gemma4,free,159,B,1,0,283,1
pair_base,gemma4,free,160,B,1,1,233,1
pair_base,gemma4,free,161,B,1,1,424,1
pair_base,gemma4,free,162,B,1,0,213,1
pair_base,gemma4,free,163,B,1,1,192,1
pair_base,gemma4,free,164,C,1,1,381,1
pair_base,gemma4,free,165,B,0,0,309,1
pair_base,gemma4,free,166,A,1,0,395,1
pair_base,gemma4,free,167,D,1,0,260,1
pair_base,gemma4,free,168,C,1,1,268,1
pair_base,gemma4,free,169,A,1,1,309,1
pair_base,gemma4,free,170,B,1,0,328,1
pair_base,gemma4,free,171,D,1,0,258,1
pair_base,gemma4,free,172,A,1,1,220,1
pair_base,gemma4,free,173,A,1,0,266,1
pair_base,gemma4,free,174,D,1,0,272,1
pair_base,gemma4,free,175,A,1,1,139,1
